,roundId,roundNumber,roundTimeMillis,killId,tradedByKillId,tradedForKillId,bombId,resId,playerId,assists,referencePlayerId,eventType,damageType,weapon,impact,attackingWinProbabilityBefore,attackingWinProbabilityAfter,attackingTeamId,matchId
5717,1227698,15,7827,9958258,,9958254,,,6037,"[{'assistId': 3625406, 'assistantId': 2294, 'damage': 0}]",2841,kill,weapon,Vandal,0.242988335,0.233302003,0.476290338,6344,78781
5887,1227698,15,7827,9958258,,9958254,,,6037,"[{'assistId': 3625406, 'assistantId': 2294, 'damage': 0}]",2841,kill,weapon,Vandal,0.242988335,0.233302003,0.476290338,6344,78782
6057,1227698,15,7827,9958258,,9958254,,,6037,"[{'assistId': 3625406, 'assistantId': 2294, 'damage': 0}]",2841,kill,weapon,Vandal,0.242988335,0.233302003,0.476290338,6344,78783
155,1236855,18,60389,10023076,,,,,3211,[],2895,kill,ability,Bladestorm,0.242593291,0.437875258,0.680468549,6426,79333
418,1236855,18,60389,10023076,,,,,3211,[],2895,kill,ability,Bladestorm,0.242593291,0.437875258,0.680468549,6426,79334
681,1236855,18,60389,10023076,,,,,3211,[],2895,kill,ability,Bladestorm,0.242593291,0.437875258,0.680468549,6426,79335
944,1236855,18,60389,10023076,,,,,3211,[],2895,kill,ability,Bladestorm,0.242593291,0.437875258,0.680468549,6426,79336
1815,1231284,9,88910,9983742,,,,,1550,[],3043,kill,weapon,Phantom,0.24245467,0.605702234,0.848156904,286,79010
1972,1231284,9,88910,9983742,,,,,1550,[],3043,kill,weapon,Phantom,0.24245467,0.605702234,0.848156904,286,79011
4907,1226585,24,81647,9950181,9950180,,,,2716,[],3365,kill,weapon,Operator,0.242281771,0.496189431,0.25390766,15,77106
5204,1226585,24,81647,9950181,9950180,,,,2716,[],3365,kill,weapon,Operator,0.242281771,0.496189431,0.25390766,15,77107
5501,1226585,24,81647,9950181,9950180,,,,2716,[],3365,kill,weapon,Operator,0.242281771,0.496189431,0.25390766,15,77108
3162,1230193,5,11757,9976021,,,,,14543,[],2752,kill,weapon,Vandal,0.24226773,0.497418022,0.739685752,1625,78840
3335,1230193,5,11757,9976021,,,,,14543,[],2752,kill,weapon,Vandal,0.24226773,0.497418022,0.739685752,1625,78841
3508,1230193,5,11757,9976021,,,,,14543,[],2752,kill,weapon,Vandal,0.24226773,0.497418022,0.739685752,1625,78842
138,1236853,16,32214,10023060,,,,,398,[],4748,kill,weapon,Vandal,0.242213902,0.503395503,0.745609404,6426,79333
401,1236853,16,32214,10023060,,,,,398,[],4748,kill,weapon,Vandal,0.242213902,0.503395503,0.745609404,6426,79334
664,1236853,16,32214,10023060,,,,,398,[],4748,kill,weapon,Vandal,0.242213902,0.503395503,0.745609404,6426,79335
927,1236853,16,32214,10023060,,,,,398,[],4748,kill,weapon,Vandal,0.242213902,0.503395503,0.745609404,6426,79336
3777,1229919,17,31390,9974052,,,,,750,[],4072,kill,weapon,Vandal,0.241944174,0.263280384,0.505224558,224,78748
3992,1229919,17,31390,9974052,,,,,750,[],4072,kill,weapon,Vandal,0.241944174,0.263280384,0.505224558,224,78749
2663,1230277,8,25376,9976593,,,,,494,[],1256,kill,weapon,Vandal,0.241707389,0.736131754,0.494424365,17,78938
2839,1230277,8,25376,9976593,,,,,494,[],1256,kill,weapon,Vandal,0.241707389,0.736131754,0.494424365,17,78939
3015,1230277,8,25376,9976593,,,,,494,[],1256,kill,weapon,Vandal,0.241707389,0.736131754,0.494424365,17,78940
2199,1231398,17,84630,9984560,,,,,750,[],398,kill,weapon,Phantom,0.241378115,0.607977611,0.849355726,224,79016
2380,1231398,17,84630,9984560,,,,,750,[],398,kill,weapon,Phantom,0.241378115,0.607977611,0.849355726,224,79017
2561,1231398,17,84630,9984560,,,,,750,[],398,kill,weapon,Phantom,0.241378115,0.607977611,0.849355726,224,79018
167,1236856,19,53148,10023081,,,,,6037,"[{'assistId': 3650766, 'assistantId': 2895, 'damage': 0}]",2483,kill,weapon,Bulldog,0.241376845,0.328618377,0.087241533,6426,79333
430,1236856,19,53148,10023081,,,,,6037,"[{'assistId': 3650766, 'assistantId': 2895, 'damage': 0}]",2483,kill,weapon,Bulldog,0.241376845,0.328618377,0.087241533,6426,79334
693,1236856,19,53148,10023081,,,,,6037,"[{'assistId': 3650766, 'assistantId': 2895, 'damage': 0}]",2483,kill,weapon,Bulldog,0.241376845,0.328618377,0.087241533,6426,79335
956,1236856,19,53148,10023081,,,,,6037,"[{'assistId': 3650766, 'assistantId': 2895, 'damage': 0}]",2483,kill,weapon,Bulldog,0.241376845,0.328618377,0.087241533,6426,79336
1883,1231292,17,71435,9983798,,,,,814,[],2225,kill,weapon,Vandal,0.240926602,0.787068035,0.546141433,17,79010
2040,1231292,17,71435,9983798,,,,,814,[],2225,kill,weapon,Vandal,0.240926602,0.787068035,0.546141433,17,79011
2131,1231391,10,25937,9984502,,,,,2716,[],17788,kill,weapon,Vandal,0.240913633,0.539121465,0.780035099,6426,79016
2312,1231391,10,25937,9984502,,,,,2716,[],17788,kill,weapon,Vandal,0.240913633,0.539121465,0.780035099,6426,79017
2493,1231391,10,25937,9984502,,,,,2716,[],17788,kill,weapon,Vandal,0.240913633,0.539121465,0.780035099,6426,79018
214,1236862,25,80356,10023119,,,,,6037,[],3211,kill,weapon,Vandal,0.240786259,0.229794424,0.470580683,6344,79333
477,1236862,25,80356,10023119,,,,,6037,[],3211,kill,weapon,Vandal,0.240786259,0.229794424,0.470580683,6344,79334
740,1236862,25,80356,10023119,,,,,6037,[],3211,kill,weapon,Vandal,0.240786259,0.229794424,0.470580683,6344,79335
1003,1236862,25,80356,10023119,,,,,6037,[],3211,kill,weapon,Vandal,0.240786259,0.229794424,0.470580683,6344,79336
4296,1229115,25,85062,9968331,,,,,269,[],814,kill,weapon,Vandal,0.240634117,0.464318425,0.223684308,286,78837
4614,1229115,25,85062,9968331,,,,,269,[],814,kill,weapon,Vandal,0.240634117,0.464318425,0.223684308,286,78838
1812,1231284,9,70444,9983748,,,,,3043,[],582,kill,weapon,Operator,0.24058453,0.454313132,0.213728602,286,79010
1969,1231284,9,70444,9983748,,,,,3043,[],582,kill,weapon,Operator,0.24058453,0.454313132,0.213728602,286,79011
2699,1230280,11,34729,9976618,,,,,494,[],3043,kill,weapon,Vandal,0.240384643,0.302396176,0.062011533,17,78938
2875,1230280,11,34729,9976618,,,,,494,[],3043,kill,weapon,Vandal,0.240384643,0.302396176,0.062011533,17,78939
3051,1230280,11,34729,9976618,,,,,494,[],3043,kill,weapon,Vandal,0.240384643,0.302396176,0.062011533,17,78940
4254,1229110,20,24827,9968296,,,,,452,[],763,kill,weapon,Phantom,0.240153299,0.719492317,0.479339018,305,78837
4572,1229110,20,24827,9968296,,,,,452,[],763,kill,weapon,Phantom,0.240153299,0.719492317,0.479339018,305,78838
3146,1230191,3,13301,9976007,,,,,14543,[],6039,kill,weapon,Vandal,0.239960073,0.516680543,0.756640616,1625,78840
3319,1230191,3,13301,9976007,,,,,14543,[],6039,kill,weapon,Vandal,0.239960073,0.516680543,0.756640616,1625,78841
3492,1230191,3,13301,9976007,,,,,14543,[],6039,kill,weapon,Vandal,0.239960073,0.516680543,0.756640616,1625,78842
3743,1229915,13,104898,9974022,,,,,4072,[],2056,kill,weapon,Ghost,0.239791807,0.246438517,0.00664671,224,78748
3958,1229915,13,104898,9974022,,,,,4072,[],2056,kill,weapon,Ghost,0.239791807,0.246438517,0.00664671,224,78749
5728,1227699,16,27217,9958262,,,,,2841,"[{'assistId': 3625407, 'assistantId': 2483, 'damage': 0}]",4748,kill,weapon,Vandal,0.239777737,0.679319732,0.439541996,6344,78781
5898,1227699,16,27217,9958262,,,,,2841,"[{'assistId': 3625407, 'assistantId': 2483, 'damage': 0}]",4748,kill,weapon,Vandal,0.239777737,0.679319732,0.439541996,6344,78782
6068,1227699,16,27217,9958262,,,,,2841,"[{'assistId': 3625407, 'assistantId': 2483, 'damage': 0}]",4748,kill,weapon,Vandal,0.239777737,0.679319732,0.439541996,6344,78783
183,1236858,21,52194,10023095,,,,,4748,[],3211,kill,weapon,Operator,0.239355855,0.364120476,0.124764621,6426,79333
446,1236858,21,52194,10023095,,,,,4748,[],3211,kill,weapon,Operator,0.239355855,0.364120476,0.124764621,6426,79334
709,1236858,21,52194,10023095,,,,,4748,[],3211,kill,weapon,Operator,0.239355855,0.364120476,0.124764621,6426,79335
972,1236858,21,52194,10023095,,,,,4748,[],3211,kill,weapon,Operator,0.239355855,0.364120476,0.124764621,6426,79336
4168,1229101,11,66476,9968224,,9968229,,,763,[],1251,kill,weapon,Phantom,0.239328733,0.745181317,0.505852584,286,78837
4486,1229101,11,66476,9968224,,9968229,,,763,[],1251,kill,weapon,Phantom,0.239328733,0.745181317,0.505852584,286,78838
5651,1227690,7,99911,9958205,,,,,4746,[],398,kill,weapon,Vandal,0.239179865,0.850622702,0.611442837,6426,78781
5821,1227690,7,99911,9958205,,,,,4746,[],398,kill,weapon,Vandal,0.239179865,0.850622702,0.611442837,6426,78782
5991,1227690,7,99911,9958205,,,,,4746,[],398,kill,weapon,Vandal,0.239179865,0.850622702,0.611442837,6426,78783
4815,1226574,13,38159,9950114,9950115,,,,3211,"[{'assistId': 3622376, 'assistantId': 2716, 'damage': 50}]",386,kill,weapon,Ghost,0.239065448,0.510027622,0.270962174,15,77106
5112,1226574,13,38159,9950114,9950115,,,,3211,"[{'assistId': 3622376, 'assistantId': 2716, 'damage': 50}]",386,kill,weapon,Ghost,0.239065448,0.510027622,0.270962174,15,77107
5409,1226574,13,38159,9950114,9950115,,,,3211,"[{'assistId': 3622376, 'assistantId': 2716, 'damage': 50}]",386,kill,weapon,Ghost,0.239065448,0.510027622,0.270962174,15,77108
4852,1226578,17,34060,9950136,,,,,2716,[],1919,kill,weapon,Vandal,0.238896215,0.53547339,0.296577175,15,77106
5149,1226578,17,34060,9950136,,,,,2716,[],1919,kill,weapon,Vandal,0.238896215,0.53547339,0.296577175,15,77107
5446,1226578,17,34060,9950136,,,,,2716,[],1919,kill,weapon,Vandal,0.238896215,0.53547339,0.296577175,15,77108
4331,1229119,29,4062,9968355,,,,,582,[],763,kill,weapon,Vandal,0.238817907,0.503622346,0.742440253,286,78837
4649,1229119,29,4062,9968355,,,,,582,[],763,kill,weapon,Vandal,0.238817907,0.503622346,0.742440253,286,78838
256,1236867,30,30852,10023151,,,,,2895,"[{'assistId': 3650782, 'assistantId': 6037, 'damage': 0}]",2841,kill,weapon,Vandal,0.238451091,0.515782115,0.277331024,6426,79333
519,1236867,30,30852,10023151,,,,,2895,"[{'assistId': 3650782, 'assistantId': 6037, 'damage': 0}]",2841,kill,weapon,Vandal,0.238451091,0.515782115,0.277331024,6426,79334
782,1236867,30,30852,10023151,,,,,2895,"[{'assistId': 3650782, 'assistantId': 6037, 'damage': 0}]",2841,kill,weapon,Vandal,0.238451091,0.515782115,0.277331024,6426,79335
1045,1236867,30,30852,10023151,,,,,2895,"[{'assistId': 3650782, 'assistantId': 6037, 'damage': 0}]",2841,kill,weapon,Vandal,0.238451091,0.515782115,0.277331024,6426,79336
5617,1227686,3,12540,9958178,,9958179,,,2483,"[{'assistId': 3625383, 'assistantId': 398, 'damage': 80}]",2895,kill,weapon,Vandal,0.238438587,0.585659232,0.824097819,6426,78781
5787,1227686,3,12540,9958178,,9958179,,,2483,"[{'assistId': 3625383, 'assistantId': 398, 'damage': 80}]",2895,kill,weapon,Vandal,0.238438587,0.585659232,0.824097819,6426,78782
5957,1227686,3,12540,9958178,,9958179,,,2483,"[{'assistId': 3625383, 'assistantId': 398, 'damage': 80}]",2895,kill,weapon,Vandal,0.238438587,0.585659232,0.824097819,6426,78783
2608,1230271,2,92263,9976549,,,,,494,"[{'assistId': 3632672, 'assistantId': 1802, 'damage': 50}]",2359,kill,weapon,Bulldog,0.23809749,0.298259876,0.060162387,17,78938
2784,1230271,2,92263,9976549,,,,,494,"[{'assistId': 3632672, 'assistantId': 1802, 'damage': 50}]",2359,kill,weapon,Bulldog,0.23809749,0.298259876,0.060162387,17,78939
2960,1230271,2,92263,9976549,,,,,494,"[{'assistId': 3632672, 'assistantId': 1802, 'damage': 50}]",2359,kill,weapon,Bulldog,0.23809749,0.298259876,0.060162387,17,78940
4851,1226578,17,15407,9950137,,,,,386,[],2483,kill,weapon,Operator,0.237946153,0.298733863,0.536680016,15,77106
5148,1226578,17,15407,9950137,,,,,386,[],2483,kill,weapon,Operator,0.237946153,0.298733863,0.536680016,15,77107
5445,1226578,17,15407,9950137,,,,,386,[],2483,kill,weapon,Operator,0.237946153,0.298733863,0.536680016,15,77108
4223,1229107,17,35717,9968266,9968272,,,,1550,[],269,kill,weapon,Operator,0.23785047,0.294646986,0.056796516,305,78837
4541,1229107,17,35717,9968266,9968272,,,,1550,[],269,kill,weapon,Operator,0.23785047,0.294646986,0.056796516,305,78838
5602,1227684,1,45362,9958162,,,,,2841,"[{'assistId': 3625374, 'assistantId': 3211, 'damage': 58}]",4746,kill,weapon,Ghost,0.237838887,0.219019633,0.45685852,6426,78781
5772,1227684,1,45362,9958162,,,,,2841,"[{'assistId': 3625374, 'assistantId': 3211, 'damage': 58}]",4746,kill,weapon,Ghost,0.237838887,0.219019633,0.45685852,6426,78782
5942,1227684,1,45362,9958162,,,,,2841,"[{'assistId': 3625374, 'assistantId': 3211, 'damage': 58}]",4746,kill,weapon,Ghost,0.237838887,0.219019633,0.45685852,6426,78783
4333,1229119,29,9388,9968356,,,,,2354,[],452,kill,weapon,Vandal,0.237639253,0.524451037,0.286811784,286,78837
4651,1229119,29,9388,9968356,,,,,2354,[],452,kill,weapon,Vandal,0.237639253,0.524451037,0.286811784,286,78838
4318,1229117,27,70440,9968342,,,,,582,[],2354,kill,weapon,Vandal,0.237443091,0.588621924,0.826065015,286,78837
4636,1229117,27,70440,9968342,,,,,582,[],2354,kill,weapon,Vandal,0.237443091,0.588621924,0.826065015,286,78838
5762,1227703,20,83332,9958290,9958295,,,,3211,[],2294,kill,weapon,Operator,0.23713005,0.421406141,0.18427609,6344,78781
5932,1227703,20,83332,9958290,9958295,,,,3211,[],2294,kill,weapon,Operator,0.23713005,0.421406141,0.18427609,6344,78782
6102,1227703,20,83332,9958290,9958295,,,,3211,[],2294,kill,weapon,Operator,0.23713005,0.421406141,0.18427609,6344,78783
2755,1230286,17,69729,9976665,,,,,1256,[],3062,kill,weapon,Vandal,0.236876139,0.408354127,0.171477989,603,78938
2931,1230286,17,69729,9976665,,,,,1256,[],3062,kill,weapon,Vandal,0.236876139,0.408354127,0.171477989,603,78939
3107,1230286,17,69729,9976665,,,,,1256,[],3062,kill,weapon,Vandal,0.236876139,0.408354127,0.171477989,603,78940
4361,1229122,32,70173,9968379,,,,,2354,[],814,kill,weapon,Vandal,0.236847093,0.261094597,0.49794169,305,78837
4679,1229122,32,70173,9968379,,,,,2354,[],814,kill,weapon,Vandal,0.236847093,0.261094597,0.49794169,305,78838
71,1236845,8,59856,10023007,,,,,2483,[],6037,kill,weapon,Phantom,0.236702219,0.828461061,0.591758843,6344,79333
334,1236845,8,59856,10023007,,,,,2483,[],6037,kill,weapon,Phantom,0.236702219,0.828461061,0.591758843,6344,79334
597,1236845,8,59856,10023007,,,,,2483,[],6037,kill,weapon,Phantom,0.236702219,0.828461061,0.591758843,6344,79335
860,1236845,8,59856,10023007,,,,,2483,[],6037,kill,weapon,Phantom,0.236702219,0.828461061,0.591758843,6344,79336
3644,1229903,1,42141,9973945,9973942,,,,4077,[],2056,kill,ability,Headhunter,0.236649841,0.501579032,0.738228873,808,78748
3859,1229903,1,42141,9973945,9973942,,,,4077,[],2056,kill,ability,Headhunter,0.236649841,0.501579032,0.738228873,808,78749
2729,1230283,14,67210,9976644,,9976642,,,3582,[],2225,kill,weapon,Spectre,0.236464099,0.21265857,0.449122669,603,78938
2905,1230283,14,67210,9976644,,9976642,,,3582,[],2225,kill,weapon,Spectre,0.236464099,0.21265857,0.449122669,603,78939
3081,1230283,14,67210,9976644,,9976642,,,3582,[],2225,kill,weapon,Spectre,0.236464099,0.21265857,0.449122669,603,78940
3293,1230208,20,100387,9976110,,9976117,,,2011,"[{'assistId': 3632507, 'assistantId': 718, 'damage': 80}]",2749,kill,weapon,Phantom,0.236301905,0.241923461,0.005621556,1264,78840
3466,1230208,20,100387,9976110,,9976117,,,2011,"[{'assistId': 3632507, 'assistantId': 718, 'damage': 80}]",2749,kill,weapon,Phantom,0.236301905,0.241923461,0.005621556,1264,78841
3639,1230208,20,100387,9976110,,9976117,,,2011,"[{'assistId': 3632507, 'assistantId': 718, 'damage': 80}]",2749,kill,weapon,Phantom,0.236301905,0.241923461,0.005621556,1264,78842
2070,1231384,3,62716,9984456,,,,,2716,[],750,kill,weapon,Vandal,0.234919794,0.574856704,0.809776499,6426,79016
2251,1231384,3,62716,9984456,,,,,2716,[],750,kill,weapon,Vandal,0.234919794,0.574856704,0.809776499,6426,79017
2432,1231384,3,62716,9984456,,,,,2716,[],750,kill,weapon,Vandal,0.234919794,0.574856704,0.809776499,6426,79018
5685,1227694,11,22753,9958228,9958229,,,,3211,[],4746,kill,weapon,Vandal,0.234257665,0.108133244,0.342390909,6426,78781
5855,1227694,11,22753,9958228,9958229,,,,3211,[],4746,kill,weapon,Vandal,0.234257665,0.108133244,0.342390909,6426,78782
6025,1227694,11,22753,9958228,9958229,,,,3211,[],4746,kill,weapon,Vandal,0.234257665,0.108133244,0.342390909,6426,78783
3203,1230198,10,65943,9976046,,,,,2011,"[{'assistId': 3632480, 'assistantId': 76, 'damage': 120}]",2423,kill,ability,Snake Bite,0.234218436,0.511220135,0.745438571,1625,78840
3376,1230198,10,65943,9976046,,,,,2011,"[{'assistId': 3632480, 'assistantId': 76, 'damage': 120}]",2423,kill,ability,Snake Bite,0.234218436,0.511220135,0.745438571,1625,78841
3549,1230198,10,65943,9976046,,,,,2011,"[{'assistId': 3632480, 'assistantId': 76, 'damage': 120}]",2423,kill,ability,Snake Bite,0.234218436,0.511220135,0.745438571,1625,78842
2719,1230282,13,50122,9976639,,,,,1802,[],2359,kill,weapon,Ghost,0.234142972,0.608110969,0.842253941,603,78938
2895,1230282,13,50122,9976639,,,,,1802,[],2359,kill,weapon,Ghost,0.234142972,0.608110969,0.842253941,603,78939
3071,1230282,13,50122,9976639,,,,,1802,[],2359,kill,weapon,Ghost,0.234142972,0.608110969,0.842253941,603,78940
4985,1226593,32,56922,9950236,,,,,2483,[],3363,kill,ability,Shock Dart,0.233880478,0.29936522,0.065484742,15,77106
5282,1226593,32,56922,9950236,,,,,2483,[],3363,kill,ability,Shock Dart,0.233880478,0.29936522,0.065484742,15,77107
5579,1226593,32,56922,9950236,,,,,2483,[],3363,kill,ability,Shock Dart,0.233880478,0.29936522,0.065484742,15,77108
4362,1229122,32,70645,9968384,,,,,1550,[],269,kill,weapon,Phantom,0.233788393,0.49794169,0.264153297,305,78837
4680,1229122,32,70645,9968384,,,,,1550,[],269,kill,weapon,Phantom,0.233788393,0.49794169,0.264153297,305,78838
3251,1230204,16,29517,9976086,9976085,,,,6039,[],718,kill,weapon,Phantom,0.233781168,0.253580893,0.487362061,1264,78840
3424,1230204,16,29517,9976086,9976085,,,,6039,[],718,kill,weapon,Phantom,0.233781168,0.253580893,0.487362061,1264,78841
3597,1230204,16,29517,9976086,9976085,,,,6039,[],718,kill,weapon,Phantom,0.233781168,0.253580893,0.487362061,1264,78842
5673,1227692,9,71021,9958218,,,,,4748,"[{'assistId': 3625397, 'assistantId': 2895, 'damage': 80}]",2841,kill,weapon,Vandal,0.233687993,0.238386985,0.004698992,6426,78781
5843,1227692,9,71021,9958218,,,,,4748,"[{'assistId': 3625397, 'assistantId': 2895, 'damage': 80}]",2841,kill,weapon,Vandal,0.233687993,0.238386985,0.004698992,6426,78782
6013,1227692,9,71021,9958218,,,,,4748,"[{'assistId': 3625397, 'assistantId': 2895, 'damage': 80}]",2841,kill,weapon,Vandal,0.233687993,0.238386985,0.004698992,6426,78783
2706,1230281,12,31401,9976627,,,,,2225,[],3346,kill,weapon,Vandal,0.233182735,0.151264804,0.384447539,17,78938
2882,1230281,12,31401,9976627,,,,,2225,[],3346,kill,weapon,Vandal,0.233182735,0.151264804,0.384447539,17,78939
3058,1230281,12,31401,9976627,,,,,2225,[],3346,kill,weapon,Vandal,0.233182735,0.151264804,0.384447539,17,78940
2610,1230271,2,104752,9976550,,9976554,,,494,"[{'assistId': 3632673, 'assistantId': 3346, 'damage': 85}]",1256,kill,weapon,Bulldog,0.233178638,0.238270079,0.005091441,17,78938
2786,1230271,2,104752,9976550,,9976554,,,494,"[{'assistId': 3632673, 'assistantId': 3346, 'damage': 85}]",1256,kill,weapon,Bulldog,0.233178638,0.238270079,0.005091441,17,78939
2962,1230271,2,104752,9976550,,9976554,,,494,"[{'assistId': 3632673, 'assistantId': 3346, 'damage': 85}]",1256,kill,weapon,Bulldog,0.233178638,0.238270079,0.005091441,17,78940
68,1236845,8,46198,10023008,,,,,2895,[],398,kill,weapon,Vandal,0.233126626,0.282225402,0.515352028,6344,79333
331,1236845,8,46198,10023008,,,,,2895,[],398,kill,weapon,Vandal,0.233126626,0.282225402,0.515352028,6344,79334
594,1236845,8,46198,10023008,,,,,2895,[],398,kill,weapon,Vandal,0.233126626,0.282225402,0.515352028,6344,79335
857,1236845,8,46198,10023008,,,,,2895,[],398,kill,weapon,Vandal,0.233126626,0.282225402,0.515352028,6344,79336
3740,1229915,13,88533,9974015,9974021,,,,10211,[],4075,kill,weapon,Classic,0.232863065,0.628673727,0.861536792,224,78748
3955,1229915,13,88533,9974015,9974021,,,,10211,[],4075,kill,weapon,Classic,0.232863065,0.628673727,0.861536792,224,78749
3215,1230200,12,7261,9976059,,,,,2937,[],6039,kill,weapon,Operator,0.23260969,0.440130557,0.672740247,1625,78840
3388,1230200,12,7261,9976059,,,,,2937,[],6039,kill,weapon,Operator,0.23260969,0.440130557,0.672740247,1625,78841
3561,1230200,12,7261,9976059,,,,,2937,[],6039,kill,weapon,Operator,0.23260969,0.440130557,0.672740247,1625,78842
4103,1229094,4,81683,9968172,,,,,269,[],814,kill,weapon,Vandal,0.232372516,0.238111445,0.005738929,286,78837
4421,1229094,4,81683,9968172,,,,,269,[],814,kill,weapon,Vandal,0.232372516,0.238111445,0.005738929,286,78838
4935,1226588,27,27205,9950204,,,,,3365,[],398,kill,weapon,Vandal,0.232304793,0.514903331,0.282598538,6426,77106
5232,1226588,27,27205,9950204,,,,,3365,[],398,kill,weapon,Vandal,0.232304793,0.514903331,0.282598538,6426,77107
5529,1226588,27,27205,9950204,,,,,3365,[],398,kill,weapon,Vandal,0.232304793,0.514903331,0.282598538,6426,77108
4972,1226592,31,27384,9950231,9950234,,,,386,[],2841,kill,weapon,Vandal,0.232148799,0.431913532,0.199764733,6426,77106
5269,1226592,31,27384,9950231,9950234,,,,386,[],2841,kill,weapon,Vandal,0.232148799,0.431913532,0.199764733,6426,77107
5566,1226592,31,27384,9950231,9950234,,,,386,[],2841,kill,weapon,Vandal,0.232148799,0.431913532,0.199764733,6426,77108
3666,1229905,3,30575,9973957,,,,,17788,[],4077,kill,weapon,Phantom,0.232108709,0.266942562,0.034833853,808,78748
3881,1229905,3,30575,9973957,,,,,17788,[],4077,kill,weapon,Phantom,0.232108709,0.266942562,0.034833853,808,78749
1783,1231281,6,38157,9983722,,,,,814,"[{'assistId': 3635555, 'assistantId': 452, 'damage': 44}, {'assistId': 3635554, 'assistantId': 1251, 'damage': 100}]",1256,kill,weapon,Vandal,0.231952631,0.315182426,0.547135057,286,79010
1940,1231281,6,38157,9983722,,,,,814,"[{'assistId': 3635555, 'assistantId': 452, 'damage': 44}, {'assistId': 3635554, 'assistantId': 1251, 'damage': 100}]",1256,kill,weapon,Vandal,0.231952631,0.315182426,0.547135057,286,79011
1084,1235716,5,56424,10015094,,,,,1251,"[{'assistId': 3647651, 'assistantId': 452, 'damage': 0}]",2483,kill,weapon,Phantom,0.231879697,0.467844034,0.699723731,286,79338
1221,1235716,5,56424,10015094,,,,,1251,"[{'assistId': 3647651, 'assistantId': 452, 'damage': 0}]",2483,kill,weapon,Phantom,0.231879697,0.467844034,0.699723731,286,79339
1358,1235716,5,56424,10015094,,,,,1251,"[{'assistId': 3647651, 'assistantId': 452, 'damage': 0}]",2483,kill,weapon,Phantom,0.231879697,0.467844034,0.699723731,286,79340
1495,1235716,5,56424,10015094,,,,,1251,"[{'assistId': 3647651, 'assistantId': 452, 'damage': 0}]",2483,kill,weapon,Phantom,0.231879697,0.467844034,0.699723731,286,79341
1632,1235716,5,56424,10015094,,,,,1251,"[{'assistId': 3647651, 'assistantId': 452, 'damage': 0}]",2483,kill,weapon,Phantom,0.231879697,0.467844034,0.699723731,286,79342
2204,1231399,18,5970,9984562,,,,,1690,[],3211,kill,weapon,Phantom,0.231813526,0.50769371,0.739507236,224,79016
2385,1231399,18,5970,9984562,,,,,1690,[],3211,kill,weapon,Phantom,0.231813526,0.50769371,0.739507236,224,79017
2566,1231399,18,5970,9984562,,,,,1690,[],3211,kill,weapon,Phantom,0.231813526,0.50769371,0.739507236,224,79018
2054,1231382,1,15112,9984440,,9984442,,,1690,"[{'assistId': 3635851, 'assistantId': 10211, 'damage': 76}]",2483,kill,weapon,Sheriff,0.231429205,0.521005569,0.289576364,6426,79016
2235,1231382,1,15112,9984440,,9984442,,,1690,"[{'assistId': 3635851, 'assistantId': 10211, 'damage': 76}]",2483,kill,weapon,Sheriff,0.231429205,0.521005569,0.289576364,6426,79017
2416,1231382,1,15112,9984440,,9984442,,,1690,"[{'assistId': 3635851, 'assistantId': 10211, 'damage': 76}]",2483,kill,weapon,Sheriff,0.231429205,0.521005569,0.289576364,6426,79018
106,1236849,12,62960,10023037,10023035,,,,6037,[],398,kill,weapon,Vandal,0.231391128,0.723419596,0.954810724,6344,79333
369,1236849,12,62960,10023037,10023035,,,,6037,[],398,kill,weapon,Vandal,0.231391128,0.723419596,0.954810724,6344,79334
632,1236849,12,62960,10023037,10023035,,,,6037,[],398,kill,weapon,Vandal,0.231391128,0.723419596,0.954810724,6344,79335
895,1236849,12,62960,10023037,10023035,,,,6037,[],398,kill,weapon,Vandal,0.231391128,0.723419596,0.954810724,6344,79336
4231,1229108,18,21614,9968277,,,,,1012,[],452,kill,weapon,Phantom,0.23137976,0.554225678,0.785605437,305,78837
4549,1229108,18,21614,9968277,,,,,1012,[],452,kill,weapon,Phantom,0.23137976,0.554225678,0.785605437,305,78838
181,1236858,21,11728,10023094,,,,,4746,[],2841,kill,weapon,Vandal,0.230686294,0.41327128,0.182584985,6426,79333
444,1236858,21,11728,10023094,,,,,4746,[],2841,kill,weapon,Vandal,0.230686294,0.41327128,0.182584985,6426,79334
707,1236858,21,11728,10023094,,,,,4746,[],2841,kill,weapon,Vandal,0.230686294,0.41327128,0.182584985,6426,79335
970,1236858,21,11728,10023094,,,,,4746,[],2841,kill,weapon,Vandal,0.230686294,0.41327128,0.182584985,6426,79336
4979,1226593,32,32979,9950239,,,,,3365,[],2841,kill,weapon,Vandal,0.230650421,0.495460714,0.726111136,15,77106
5276,1226593,32,32979,9950239,,,,,3365,[],2841,kill,weapon,Vandal,0.230650421,0.495460714,0.726111136,15,77107
5573,1226593,32,32979,9950239,,,,,3365,[],2841,kill,weapon,Vandal,0.230650421,0.495460714,0.726111136,15,77108
3236,1230202,14,24142,9976074,,,,,6038,[],2011,kill,weapon,Bulldog,0.230345509,0.258584473,0.488929982,1264,78840
3409,1230202,14,24142,9976074,,,,,6038,[],2011,kill,weapon,Bulldog,0.230345509,0.258584473,0.488929982,1264,78841
3582,1230202,14,24142,9976074,,,,,6038,[],2011,kill,weapon,Bulldog,0.230345509,0.258584473,0.488929982,1264,78842
